"Time","Lap","GPS_Update","GPS_Delay","Accuracy (m)","Latitude","Longitude","Altitude (m)","Speed (KM/H)","Heading","Accel X","Accel Y","Accel Z"
175.023,0,0,0.000,3.0,-34.8412847,149.6882634,682,93.5,316.2,-0.46,-0.46,0.06
175.071,0,1,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.47,-0.45,0.03
175.124,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.45,-0.44,0.02
175.185,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.45,-0.45,0.02
175.246,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.44,-0.44,0.02
175.307,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.44,-0.43,0.04
175.368,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.45,-0.39,0.04
175.426,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.43,-0.35,0.04
175.488,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.42,-0.31,0.03
175.547,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.39,-0.28,0.02
175.608,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.37,-0.25,0.01
175.669,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.35,-0.24,0.02
175.729,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.33,-0.21,0.01
175.789,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.31,-0.19,0.02
175.839,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.30,-0.16,0.00
175.890,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.27,-0.16,-0.02
175.951,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.25,-0.13,-0.04
176.011,0,0,0.000,3.0,-34.8410418,149.6881510,681,99.7,338.3,-0.24,-0.14,-0.02
176.048,0,1,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,-0.20,-0.14,-0.00
176.112,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,-0.22,-0.13,-0.02
176.159,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,-0.19,-0.12,-0.02
176.213,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,-0.16,-0.13,-0.01
176.273,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,-0.11,-0.14,-0.02
176.334,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,-0.05,-0.15,-0.01
176.394,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,-0.02,-0.12,-0.01
176.455,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.01,-0.08,-0.03
176.519,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.04,-0.07,-0.05
176.577,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.08,-0.04,-0.04
176.756,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.13,-0.01,-0.03
176.811,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.16,-0.02,-0.02
176.863,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.18,-0.02,-0.02
176.923,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.20,-0.00,-0.02
176.983,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.25,-0.00,-0.02
177.051,0,0,0.000,3.0,-34.8407967,149.6880699,681,104.2,347.2,0.27,0.01,-0.03
177.059,0,1,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.28,0.01,-0.05
177.110,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.30,0.00,-0.06
177.166,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.32,0.00,-0.03
177.228,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.31,0.01,-0.05
177.279,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.33,0.03,-0.03
177.327,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.36,0.04,-0.03
177.389,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.36,0.05,-0.05
177.449,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.39,0.06,-0.03
177.512,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.39,0.06,-0.00
177.569,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.37,0.07,-0.02
177.629,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.37,0.08,-0.03
177.695,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.37,0.07,0.00
177.753,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.35,0.06,0.03
177.811,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.35,0.06,0.02
177.872,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.35,0.07,-0.01
177.933,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.34,0.06,0.00
177.998,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.36,0.06,-0.02
178.056,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.35,0.06,0.00
178.116,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.37,0.06,0.01
178.173,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.36,0.07,-0.00
178.235,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.37,0.06,-0.02
178.294,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.38,0.07,-0.02
178.354,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.37,0.05,-0.04
178.415,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.38,0.04,-0.03
178.478,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.38,0.04,-0.02
178.536,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.38,0.04,-0.02
178.596,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.38,0.03,-0.01
178.657,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.38,0.02,0.01
178.718,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.36,0.01,-0.01
178.778,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.35,0.01,-0.03
178.842,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.35,0.00,-0.04
178.899,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.36,0.01,-0.04
178.964,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.37,0.01,-0.04
179.020,0,0,0.000,3.0,-34.8405445,149.6880022,680,101.8,347.3,0.38,0.01,-0.03
179.047,0,1,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.38,0.01,-0.02
179.100,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.37,0.01,-0.02
179.161,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.37,0.01,-0.03
179.221,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.37,0.01,-0.04
179.285,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.37,0.01,-0.04
179.344,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.37,-0.00,-0.03
179.405,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.37,0.00,-0.02
179.456,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.36,-0.01,-0.00
179.506,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.35,-0.01,0.00
179.565,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.35,-0.01,0.00
179.626,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.34,-0.02,-0.00
179.690,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.34,-0.03,0.00
179.747,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.32,-0.03,0.00
179.807,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.32,-0.04,-0.01
179.854,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.31,-0.02,-0.02
179.909,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.30,-0.01,-0.02
179.968,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.30,-0.02,-0.03
180.032,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.30,-0.03,-0.03
180.091,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.31,-0.04,-0.03
180.149,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.31,-0.03,-0.02
180.211,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.31,-0.04,-0.02
180.271,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.31,-0.05,-0.02
180.332,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.30,-0.06,-0.03
180.392,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.30,-0.06,-0.05
180.452,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.30,-0.06,-0.02
180.512,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.29,-0.08,-0.02
180.578,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.30,-0.06,-0.03
180.633,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.31,-0.06,-0.05
180.694,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.33,-0.08,-0.03
180.754,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.38,-0.10,-0.01
180.814,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.39,-0.10,-0.01
180.876,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.39,-0.10,-0.01
180.936,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.41,-0.10,0.01
180.997,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.40,-0.09,0.01
181.062,0,0,0.000,3.0,-34.8400923,149.6878103,678,85.3,335.9,0.38,-0.08,0.01
181.063,0,1,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.36,-0.06,0.00
181.117,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.33,-0.04,-0.00
181.178,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.31,-0.03,-0.03
181.241,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.30,-0.02,-0.04
181.300,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.32,-0.03,-0.04
181.347,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.33,-0.04,-0.04
181.400,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.36,-0.04,-0.03
181.469,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.38,-0.04,-0.03
181.524,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.40,-0.03,-0.04
181.582,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.42,-0.03,-0.03
181.633,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.45,-0.02,-0.02
181.683,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.46,-0.03,-0.00
181.743,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.46,-0.02,-0.01
181.803,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.45,0.01,0.00
181.870,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.42,0.05,-0.00
181.926,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.40,0.10,-0.01
181.985,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.39,0.12,-0.01
182.038,0,0,0.000,3.0,-34.8397529,149.6875889,677,66.5,326.8,0.41,0.14,-0.02
182.050,0,1,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.42,0.15,-0.03
182.106,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.42,0.16,-0.04
182.166,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.41,0.18,-0.03
182.227,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.41,0.20,-0.03
182.288,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.43,0.22,-0.03
182.352,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.43,0.23,-0.05
182.408,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.44,0.25,-0.05
182.468,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.46,0.28,-0.04
182.519,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.48,0.30,-0.04
182.569,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.49,0.31,-0.03
182.630,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.50,0.32,-0.04
182.691,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.52,0.35,-0.02
182.754,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.52,0.36,-0.02
182.811,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.53,0.38,-0.02
182.871,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.55,0.39,-0.02
182.920,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.56,0.41,-0.03
182.973,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.57,0.43,-0.02
183.033,0,0,0.000,3.0,-34.8396355,149.6874776,675,56.8,319.0,0.57,0.43,-0.02
183.047,0,1,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.58,0.43,-0.02
183.093,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.58,0.44,-0.01
183.140,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.59,0.46,-0.02
183.194,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.59,0.48,-0.03
183.258,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.57,0.48,-0.06
183.319,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.59,0.49,-0.04
183.376,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.60,0.49,-0.04
183.438,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.60,0.50,-0.05
183.497,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.60,0.50,-0.05
183.561,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.59,0.51,-0.05
183.617,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.58,0.53,-0.03
183.678,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.55,0.54,-0.03
183.727,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.52,0.55,-0.04
183.779,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.50,0.57,-0.04
183.840,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.49,0.58,-0.05
183.901,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.47,0.58,-0.05
183.961,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.47,0.59,-0.02
184.021,0,0,0.000,3.0,-34.8395584,149.6873442,674,52.1,299.8,0.47,0.60,-0.00
184.047,0,1,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.46,0.62,-0.00
184.101,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.44,0.61,-0.02
184.163,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.43,0.62,-0.04
184.209,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.42,0.63,-0.05
184.266,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.43,0.64,-0.04
184.322,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.44,0.64,-0.03
184.383,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.44,0.63,-0.03
184.449,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.44,0.64,-0.03
184.509,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.43,0.65,-0.04
184.566,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.42,0.65,-0.03
184.627,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.41,0.66,-0.03
184.705,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.40,0.66,-0.04
184.768,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.39,0.66,-0.05
184.830,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.38,0.66,-0.06
184.888,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.38,0.65,-0.05
184.949,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.39,0.65,-0.04
185.017,0,0,0.000,3.0,-34.8395269,149.6872009,674,50.3,269.7,0.38,0.66,-0.06
185.058,0,1,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.37,0.65,-0.04
185.109,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.36,0.65,-0.03
185.167,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.35,0.64,-0.04
185.225,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.33,0.63,-0.05
185.287,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.31,0.63,-0.04
185.347,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.29,0.61,-0.05
185.420,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.27,0.59,-0.07
185.468,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.27,0.58,-0.05
185.528,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.26,0.55,-0.03
185.589,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.24,0.53,-0.04
185.651,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.22,0.52,-0.03
185.710,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.21,0.52,-0.02
185.771,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.20,0.52,-0.02
185.831,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.19,0.51,-0.03
185.902,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.18,0.50,-0.03
185.951,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.18,0.50,-0.04
186.011,0,0,0.001,3.0,-34.8395662,149.6870549,673,54.6,242.3,0.16,0.50,-0.07
186.051,0,1,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.16,0.50,-0.07
186.114,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.16,0.48,-0.04
186.175,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.17,0.47,-0.04
186.234,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.15,0.45,-0.02
186.302,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.14,0.44,-0.01
186.356,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.12,0.44,-0.02
186.415,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.11,0.43,-0.02
186.477,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.10,0.42,-0.04
186.539,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.09,0.40,-0.03
186.597,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.10,0.40,-0.01
186.659,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.11,0.40,0.00
186.719,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.09,0.41,-0.01
186.786,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.09,0.41,0.00
186.839,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.10,0.42,-0.03
186.899,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.11,0.44,-0.03
186.961,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.12,0.41,0.01
187.024,0,0,0.000,3.0,-34.8396564,149.6869184,673,60.4,223.5,0.12,0.43,-0.03
187.051,0,1,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.10,0.38,0.03
187.100,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.09,0.39,0.03
187.161,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.08,0.40,-0.02
187.222,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.07,0.36,0.01
187.283,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.08,0.36,-0.00
187.349,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.08,0.35,-0.04
187.403,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.07,0.30,-0.01
187.465,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.06,0.28,-0.01
187.525,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.08,0.30,-0.02
187.590,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.09,0.34,-0.05
187.646,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.12,0.35,-0.06
187.706,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.11,0.33,-0.05
187.767,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.11,0.32,-0.04
187.828,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.09,0.33,-0.05
187.887,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.10,0.34,-0.04
187.948,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.14,0.34,-0.04
188.010,0,0,0.000,3.0,-34.8397786,149.6868091,673,60.9,216.1,0.16,0.35,-0.05
188.066,0,1,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.18,0.35,-0.06
188.129,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.21,0.36,-0.04
188.190,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.22,0.35,-0.01
188.253,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.22,0.34,-0.01
188.310,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.23,0.35,0.01
188.374,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.23,0.35,0.01
188.432,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.21,0.36,0.00
188.491,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.21,0.37,-0.01
188.554,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.21,0.36,-0.00
188.615,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.22,0.37,-0.02
188.675,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.24,0.40,-0.04
188.733,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.25,0.42,-0.04
188.798,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.27,0.42,-0.01
188.860,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.29,0.42,0.01
188.915,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.30,0.45,0.00
188.969,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.31,0.47,0.02
189.017,0,0,0.000,3.0,-34.8399423,149.6867211,673,70.2,204.0,0.31,0.47,0.02
189.048,0,1,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.30,0.46,-0.01
189.098,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.30,0.48,-0.02
189.158,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.31,0.48,-0.03
189.218,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.29,0.47,-0.06
189.278,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.30,0.49,-0.09
189.346,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.31,0.48,-0.09
189.399,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.33,0.50,-0.10
189.460,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.33,0.50,-0.10
189.521,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.36,0.51,-0.06
189.581,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.38,0.54,-0.05
189.641,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.38,0.53,-0.03
189.702,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.39,0.56,-0.03
189.750,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.39,0.55,-0.02
189.804,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.39,0.55,-0.02
189.864,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.39,0.54,-0.02
189.926,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.39,0.53,-0.02
189.984,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.39,0.53,-0.01
190.045,0,0,0.000,3.0,-34.8401161,149.6866648,673,70.7,192.8,0.38,0.52,-0.02
190.047,0,1,0.000,3.0,-34.8402925,149.6866567,673,72.7,175.4,0.35,0.52,-0.03
190.104,0,0,0.000,3.0,-34.8402925,149.6866567,673,72.7,175.4,0.34,0.51,-0.05
190.171,0,0,0.000,3.0,-34.8402925,149.6866567,673,72.7,175.4,0.33,0.51,-0.05
190.236,0,0,0.000,3.0,-34.8402925,149.6866567,673,72.7,175.4,0.32,0.49,-0.06
190.290,0,0,0.000,3.0,-34.8402925,149.6866567,673,72.7,175.4,0.31,0.48,-0.07
190.347,0,0,0.000,3.0,-34.8402925,149.6866567,673,72.7,175.4,0.31,0.47,-0.06
